credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,predict.test
1,all_other,0.1189,497.46,11.20504069,4.05,782,2760.041667,552,2.9,1,0,0,0,0.1182061639
1,educational,0.1189,39.8,9.798127037,14.07,787,5621.041667,14,2.8,0,0,0,0,0.1410781513
1,debt_consolidation,0.1442,687.66,11.47210347,7.09,707,4771,10047,70.3,0,0,0,0,0.1428462016
1,debt_consolidation,0.1568,665.03,10.9355326,22.25,692,5880,13303,95,1,0,0,0,0.2226998643
1,credit_card,0.0963,417.23,10.71441777,8.16,787,6630,176,0.3,3,0,0,0,0.0722067413
1,credit_card,0.1411,154.03,10.29200994,18.1,672,4440,4321,56.5,2,2,0,0,0.1251713103
1,debt_consolidation,0.1632,565.02,11.08214255,20.22,687,5340.041667,16731,96.2,1,0,1,0,0.2839684314
1,debt_consolidation,0.1284,302.57,10.71441777,9.68,712,6720.041667,2058,4.2,0,1,0,0,0.0876270118
1,debt_consolidation,0.1442,481.36,11.73606902,13.27,682,8473,30160,33.1,2,1,0,0,0.1068929326
1,credit_card,0.1253,267.73,10.75798798,9.32,712,4472,3489,42.5,1,0,0,0,0.0854658152
1,all_other,0.1568,525.03,10.30895266,2.68,682,1201.041667,3004,27.1,2,0,0,0,0.2522420371
1,all_other,0.1379,511.14,11.27720313,3.08,752,4380,2149,17.5,7,0,0,0,0.2031612077
1,debt_consolidation,0.1284,705.98,11.12726298,18.09,727,3870.041667,22289,49.8,1,0,0,0,0.1547379723
1,small_business,0.0932,223.63,10.81977828,7.8,742,3720,5749,33.8,0,0,0,0,0.1352544284
1,debt_consolidation,0.1348,678.49,11.64745636,14.67,702,5041.041667,22908,59.2,3,0,0,0,0.1522339644
1,small_business,0.0963,77.03,10.04324949,2.14,727,5340.041667,948,13.5,1,0,1,0,0.2098210028
1,home_improvement,0.1392,382.34,10.41271189,18.07,682,3300,6720,88.4,3,0,0,1,0.3154402321
1,credit_card,0.1442,515.74,11.56171563,15.61,697,2040.041667,12352,34.7,1,0,1,0,0.1334494601
1,debt_consolidation,0.1411,219.07,10.71441777,16.05,692,2970,8959,90.5,0,0,0,0,0.1456776652
1,debt_consolidation,0.0963,192.57,10.81977828,9.1,732,3660,1825,15.6,2,0,0,0,0.0778596203
1,debt_consolidation,0.1442,206.3,9.980448594,18.39,677,1890,11297,85.6,1,0,0,0,0.2033077313
1,debt_consolidation,0.1411,205.38,10.46321762,16.76,677,3600,1243,22.6,0,1,0,0,0.1136427614
1,all_other,0.0932,51.12,10.34174248,19.21,727,4620.041667,714,10.1,3,0,1,0,0.1624714024
1,credit_card,0.1287,134.54,9.966462352,10.08,702,1439.958333,4428,59,0,0,0,0,0.1124901309
1,all_other,0.0963,70.61,10.6454249,21.77,722,2970,14544,38,0,0,0,0,0.1045514279
1,debt_consolidation,0.1635,176.65,11.32779998,7.52,662,1169,25505,60.7,2,0,0,0,0.1358261308
1,credit_card,0.1221,204.89,10.28874995,22.2,707,2378.041667,15509,53.5,1,0,0,0,0.1104061303
1,debt_consolidation,0.1347,395.2,10.96812932,13.28,692,3210.041667,22195,45.7,1,0,0,0,0.1300741134
1,home_improvement,0.1189,331.64,11.13453063,18.83,727,4110,24185,44.9,2,0,0,1,0.174144397
1,debt_consolidation,0.1505,520.37,11.31203252,11.71,692,3660,18126,96.9,0,0,0,0,0.1631429807
1,debt_consolidation,0.1347,441,10.85892207,12.44,707,2700.041667,8898,75.4,0,0,0,1,0.1472304643
1,credit_card,0.08,282.03,11.77528973,17.15,782,7050.041667,7181,30.3,0,0,0,0,0.0362922661
1,credit_card,0.0963,231.08,10.59663473,20.07,747,10470.04167,12776,68.3,0,0,0,0,0.0721645111
1,credit_card,0.1189,258.68,10.77895629,9.63,742,4953.041667,3501,23.5,1,0,0,1,0.0726957144
1,home_improvement,0.0932,303.5,11.56171563,13.93,762,5132,10828,14,2,0,0,0,0.1008378571
1,debt_consolidation,0.1221,399.78,11.03127022,20.59,732,1860,2941,56.6,1,0,0,0,0.1238529754
1,credit_card,0.1253,176.54,10.81977828,18.62,702,7530.041667,8063,64.2,2,0,1,0,0.1309545833
1,all_other,0.0963,481.42,11.66992921,4.24,797,4560.041667,5491,10.6,0,0,0,0,0.0797290694
1,credit_card,0.0963,231.08,11.24723969,11.14,722,3510.041667,9222,48,1,1,0,0,0.0607713674
1,debt_consolidation,0.1758,431.31,11.08214255,8.62,667,6690.041667,21233,57.1,3,0,0,0,0.186283033
1,credit_card,0.1632,565.02,11.00209984,21.46,667,7200.041667,20702,82.5,2,1,0,1,0.1721326264
1,debt_consolidation,0.0963,150.85,11.36210258,18.54,732,3990,23096,55.3,1,0,0,0,0.0741539224
1,debt_consolidation,0.1663,532.05,11.2586008,20.15,692,3900.041667,36123,98.4,3,0,0,0,0.2362283519
1,major_purchase,0.1537,375.47,9.94251594,5.02,687,1205,1889,43.9,2,0,0,0,0.1805211616
1,debt_consolidation,0.1316,675.41,11.65268741,9.52,717,8253.041667,22424,34.4,0,0,0,0,0.1001638851
1,all_other,0.0737,60.54,10.54534144,14.49,777,4950.041667,1595,5.1,0,0,0,0,0.0720524371
1,debt_consolidation,0.1316,236.4,11.40756495,5.83,697,7140.041667,8091,36.4,0,0,0,0,0.0744936503
1,home_improvement,0.0963,192.57,11.27720313,9.92,767,3600,1431,4.4,4,0,0,0,0.113918088
1,credit_card,0.0963,247.13,11.28978191,24.5,737,9360.041667,13734,75.5,1,0,0,0,0.0646438871
1,debt_consolidation,0.1379,195.94,10.858999,18.58,687,5562,6180,92.2,0,0,0,0,0.128381486
1,home_improvement,0.0932,223.63,11.91839057,7.5,762,2340.041667,79333,4.5,0,0,0,0,0.0822070372
1,credit_card,0.1379,545.21,11.28978191,10.95,702,3420.041667,13742,64.5,0,0,0,1,0.1046940033
1,debt_consolidation,0.1474,379.91,10.85892207,10.87,677,2790.041667,11419,84.6,1,1,0,0,0.1717628577
1,debt_consolidation,0.1221,106.61,9.903487553,5.04,722,5280.041667,3246,22.2,1,0,1,0,0.1611845149
1,debt_consolidation,0.1695,427.53,11.40756495,16.53,667,1322.041667,15534,87.3,3,0,0,0,0.200723087
1,debt_consolidation,0.1253,401.6,10.87804719,20.15,737,5940,18154,54.4,0,0,0,0,0.1191409526
1,small_business,0.1284,268.95,11.30958454,4.97,787,3930.041667,11,1,3,0,0,0,0.1515176283
1,debt_consolidation,0.1221,399.78,11.01862914,17.7,762,4831,12416,21.9,3,0,0,0,0.1166243945
1,all_other,0.1379,374.84,11.15619338,14.8,687,3210,10619,47.8,0,1,0,0,0.150539868
1,debt_consolidation,0.1632,141.26,10.57131693,9.72,667,2370.041667,10490,96.2,1,0,0,0,0.1805646376
1,small_business,0.1221,399.78,10.75790288,19.38,727,4110,9554,34.2,1,1,0,0,0.2122177369
1,credit_card,0.08,219.36,11.13470581,8.22,752,8580.041667,2932,17.2,0,0,0,0,0.0387666945
1,debt_consolidation,0.1347,590.26,11.58058411,13.38,707,5579.958333,35598,57.9,0,0,0,0,0.1194355449
1,all_other,0.0963,385.14,11.00209984,4.32,752,6840.041667,3428,6.1,0,0,0,0,0.088495724
1,all_other,0.1316,101.32,10.6454249,17.86,687,2910,8817,60,1,0,0,0,0.1565580578
1,debt_consolidation,0.1379,408.91,10.91523391,20.4,702,5550,7085,41.7,1,0,0,0,0.1273634532
1,small_business,0.0932,222.03,10.30895266,23.24,737,5220,16775,47.4,0,0,0,0,0.1788792488
1,all_other,0.1189,530.63,11.22524339,3.06,752,3750,4498,5.3,0,0,0,1,0.1125448139
1,debt_consolidation,0.1442,515.74,11.1844214,12.25,697,5310.041667,35761,92.2,2,0,0,0,0.1842009674
1,small_business,0.1189,99.5,10.30895266,18.28,712,7020,14577,34.7,0,0,0,0,0.1719644288
1,debt_consolidation,0.1379,340.76,11.08214255,18.2,687,2400,13875,37.2,0,0,0,0,0.1102180764
1,debt_consolidation,0.1537,261.35,10.46321762,24.61,677,1393,1685,38.3,1,0,0,0,0.155300372
1,all_other,0.0737,69.86,11.36673138,6.83,777,4890.041667,103088,29.8,1,0,0,0,0.0797656232
1,home_improvement,0.1347,254.42,11.0814654,6.76,687,4680,9463,83.7,1,0,0,0,0.1908331321
1,all_other,0.1284,50.43,11.02190247,17.65,687,2490.041667,13140,55.9,0,0,0,0,0.1197938892
1,debt_consolidation,0.1568,420.02,11.28978191,14.21,672,4470,8664,93.2,1,0,0,0,0.1616502467
1,all_other,0.1253,46.86,11.10495723,14.29,697,3945,13999,58.1,2,0,0,0,0.1274436084
1,debt_consolidation,0.1568,700.04,10.81977828,15.1,677,2985,24738,50,2,0,0,0,0.2192691883
1,small_business,0.1253,312.08,11.35040654,18.58,712,8970.041667,67614,49.2,0,0,0,1,0.1701651246
1,debt_consolidation,0.1316,270.17,10.37349118,11.44,697,2040.041667,6389,58.1,2,0,0,0,0.1583702238
1,debt_consolidation,0.1411,342.29,10.71441777,7.95,682,2340.041667,11816,47.6,0,0,0,0,0.1311891237
1,all_other,0.1505,69.39,10.81977828,22.99,667,3930,6712,64.5,2,0,0,0,0.1748072142
1,debt_consolidation,0.1316,270.17,10.81977828,19.51,737,4513.958333,7936,50.9,0,0,0,0,0.1119517871
1,educational,0.1474,89.8,10.34161344,5.3,662,2737,4620,64.2,1,0,0,0,0.2102290745
1,credit_card,0.1316,472.79,11.44035477,19.24,717,14760,40761,65.6,0,0,0,0,0.0797122713
1,debt_consolidation,0.1442,302.57,10.74281084,5.94,707,4379.958333,8134,80.2,0,0,0,0,0.1422809818
1,debt_consolidation,0.1474,241.76,10.47678644,17.28,672,3519,6547,56.9,0,0,0,0,0.1423916222
1,all_other,0.1189,232.15,11.58988651,7.04,792,8640,2759,11,5,0,0,0,0.1032748586
1,debt_consolidation,0.1474,207.23,11.5211317,4.96,672,3930,3402,47.9,2,0,0,0,0.098939694
1,major_purchase,0.0768,124.77,10.37349118,5.7,772,7649.958333,7549,14.2,2,0,0,0,0.0589080413
1,all_other,0.1505,156.12,10.40426284,11.78,662,3213,6063,49.3,1,1,0,0,0.1880461074
1,debt_consolidation,0.1442,515.74,11.40756495,8.21,687,8489.958333,5226,48.8,2,0,0,0,0.1227667087
1,debt_consolidation,0.074,155.3,11.35977429,7.92,822,11261,1874,5.5,0,0,0,0,0.0369020772
1,debt_consolidation,0.1474,414.45,10.89673933,4.62,697,5219.958333,7956,48.5,0,1,0,0,0.1294932975
1,all_other,0.1253,301.2,10.59663473,0.9,732,15420.95833,114,2.8,0,0,0,0,0.0970189057
1,debt_consolidation,0.1537,174.24,10.53049493,22.92,662,4079.958333,7566,47.3,1,1,0,0,0.1443172198
1,small_business,0.1347,203.54,10.59663473,4.62,677,2249.958333,7110,58.3,0,0,1,0,0.2881274274
1,all_other,0.1253,184.07,10.23981692,22.72,702,2939.958333,3972,37.8,1,0,0,0,0.1677464083
1,debt_consolidation,0.1632,847.53,11.28973191,14.93,682,3689.958333,30564,78.6,2,0,0,0,0.2450152532
1,credit_card,0.1347,488.49,11.03488966,10.35,702,1829.958333,17499,60,0,0,0,0,0.1088508826
1,debt_consolidation,0.08,172.35,10.95080655,18.76,747,3299.958333,40383,63,3,0,0,0,0.0998427854
1,debt_consolidation,0.1505,529.05,10.7254676,11.76,682,1469.958333,10244,43.2,2,0,0,0,0.1836697556
1,all_other,0.0932,191.69,10.71441777,1.33,762,5340,2420,26.9,1,0,0,0,0.0989562017
1,small_business,0.0963,356.25,10.1266311,17.71,742,4842.958333,6872,25.7,0,0,0,0,0.1898554242
1,credit_card,0.1189,116.08,10.30895266,11.68,722,6870,4621,45.8,0,0,0,0,0.0779424304
1,all_other,0.0737,521.57,11.26446411,1.15,772,3000.958333,800,2.3,2,0,0,0,0.0921940122
1,debt_consolidation,0.1189,331.64,10.71441777,21.95,752,3600,5811,32.1,1,0,0,0,0.1123639471
1,small_business,0.1695,534.41,10.75790288,0.38,687,5640,5330,82,0,0,0,0,0.3161501045
1,all_other,0.0963,160.48,10.71894086,11.12,732,2400,4637,12.6,1,0,0,0,0.0997782201
1,credit_card,0.1316,312.38,10.858999,21.9,702,2040,9190,86.7,0,0,0,0,0.1128245545
1,home_improvement,0.16,421.89,10.49127422,0.33,662,13080,12683,34.8,0,1,1,0,0.2807058928
1,small_business,0.1316,337.71,10.41930072,17.37,772,1139.958333,26,0.6,0,0,0,0,0.1966482695
1,major_purchase,0.0768,224.58,11.35040654,16.72,777,9630.958333,3712,38.3,2,0,0,0,0.0488847062
1,debt_consolidation,0.1189,331.64,10.90558894,21.54,732,3749.958333,11628,40.4,0,0,1,0,0.1471743116
1,debt_consolidation,0.1316,574.1,10.85892207,16.87,732,7799.958333,13429,61,0,0,0,1,0.1409771436
1,all_other,0.1379,340.76,10.75790288,23.69,692,4590,1400,77.8,0,1,1,0,0.2603117109
1,all_other,0.0737,322.88,10.77895629,12.07,727,3299.958333,21326,37.9,1,0,0,0,0.111273887
1,all_other,0.1253,334.67,10.54006438,10.38,672,3270,26788,65.2,3,0,0,1,0.2193647618
1,major_purchase,0.1537,193.4,10.72106231,8.26,667,4050.958333,260,3.3,3,0,1,0,0.1437503608
1,small_business,0.1379,255.57,10.37349118,9.86,712,2999.958333,1805,10.1,2,1,0,0,0.2230811712
1,debt_consolidation,0.1474,86.35,9.779963066,19.08,672,1771,5002,32.1,3,0,0,0,0.1804557087
1,all_other,0.0963,185.35,10.51596683,7.15,732,2370,9619,65.9,0,0,0,1,0.1320673398
1,all_other,0.1379,221.5,10.5454467,23.37,687,5849.958333,12518,49.1,0,1,0,0,0.1634489398
1,credit_card,0.0963,224.66,11.56171563,3.19,762,3210,8035,30,1,0,0,0,0.0468815682
1,debt_consolidation,0.1537,374.6,10.62132735,23.33,667,3391.958333,21765,78.9,0,0,0,0,0.1815273384
1,debt_consolidation,0.1316,168.86,10.96819829,0.12,722,2070,5176,45.6,0,0,0,0,0.0931020761
1,debt_consolidation,0.1411,171.15,10.15580148,6.2,697,3389.958333,4852,57.8,2,1,0,0,0.1635616273
1,debt_consolidation,0.1189,198.99,10.5454467,22.58,722,4680,17511,47.7,3,0,0,0,0.1335707454
1,all_other,0.08,313.37,11.35035948,1.06,772,6780,2227,5.4,0,0,0,0,0.0640504465
1,debt_consolidation,0.1568,280.02,11.28978191,16.3,662,4499.958333,10702,59.8,0,0,0,0,0.1166796611
1,small_business,0.1221,666.3,11.35040654,3.04,787,6510,13893,18.7,4,0,0,0,0.2205074987
1,small_business,0.1505,416.3,10.27505111,2.48,672,4019.958333,4770,52.4,2,0,2,0,0.5092791297
1,credit_card,0.1253,117.14,10.46310334,13.39,707,4889.958333,7730,33.6,1,0,0,0,0.0815669998
1,credit_card,0.1316,362.19,10.91508846,12.09,702,2219.958333,20854,49.3,2,0,0,0,0.1102074359
1,all_other,0.1474,120.88,11.49264112,19.94,672,6180,36162,89.5,3,0,0,1,0.1716845329
1,small_business,0.08,100.28,10.69194491,17.92,742,1949.958333,849,10.7,0,0,0,0,0.1104511406
1,all_other,0.08,470.05,11.16336799,17.11,727,3450,8952,22.3,1,0,0,0,0.1038640715
1,small_business,0.1284,806.83,11.22524339,18.51,772,6780,7815,6.1,0,0,0,0,0.2001755943
1,all_other,0.1474,386.82,11.06350847,16.21,687,4320,10673,93.6,0,0,0,0,0.1980620704
1,debt_consolidation,0.0963,320.95,10.54442628,15.05,737,4079.958333,1571,11.9,0,0,0,0,0.0828848229
1,debt_consolidation,0.08,172.35,10.37361617,19.2,757,3749.958333,6860,29.4,0,0,0,0,0.0782415984
1,debt_consolidation,0.1316,168.86,10.40426284,14,697,1710,4536,33.1,0,0,1,0,0.1615387091
1,debt_consolidation,0.1347,237.46,10.52191119,14.71,707,3810,3915,93.2,0,0,0,0,0.149545684
1,all_other,0.0768,374.29,11.15619338,12.62,722,2911,16810,32.3,2,0,0,1,0.1074345925
1,debt_consolidation,0.0963,320.95,10.59663473,12.81,742,8370,7108,18.3,2,0,0,0,0.0901693563
1,all_other,0.1221,666.3,10.84933709,3.1,782,2850,99,0.4,0,0,0,0,0.1446480755
1,debt_consolidation,0.1474,276.3,10.30895266,15.44,677,8617,21202,88,0,1,0,0,0.1712501348
1,debt_consolidation,0.0932,313.08,10.4341158,22.62,747,6725.958333,16248,23.9,0,0,0,0,0.0898918894
1,home_improvement,0.0932,159.74,10.1266311,3.89,777,3419.958333,3901,10.6,2,0,0,0,0.146907078
1,debt_consolidation,0.1726,894.61,12.4874851,12.76,692,6599.958333,35172,95.3,0,0,0,1,0.1639723074
1,credit_card,0.1221,399.78,11.00209984,16.16,742,4379.958333,24904,66.4,2,0,0,0,0.1102833579
1,home_improvement,0.0963,224.66,11.42958733,8.05,757,4799.958333,962,4.6,0,1,0,0,0.0824325595
1,educational,0.06,91.27,9.793449447,5.69,727,4320,859,10.7,0,0,0,0,0.1041335353
1,all_other,0.1496,207.87,11.20504069,18.43,662,5517,14417,82.9,0,0,0,0,0.1579906181
1,credit_card,0.0932,191.69,11.1124479,19.45,747,7409.958333,42518,68.9,2,0,0,0,0.0733851887
1,all_other,0.1126,312.21,11.1844214,3.73,747,2070,700,14.6,7,0,0,0,0.1577460756
1,debt_consolidation,0.1347,284.95,11.03488966,13.53,692,3990,9631,74.7,3,0,0,0,0.1462333034
1,small_business,0.1316,413.69,10.08580911,11.35,707,2130,4850,53.9,1,0,0,1,0.2976882085
1,debt_consolidation,0.1411,676.02,11.08214255,18.85,702,8250,11667,33.1,1,0,0,1,0.1403332635
1,all_other,0.1347,169.62,11.28983191,3.67,697,5100,3048,33.9,0,1,0,0,0.1026452849
1,small_business,0.1442,171.92,11.58084576,1.96,697,2669.958333,4233,46,0,0,0,1,0.1448270229
1,debt_consolidation,0.1411,164.3,10.50232405,14.67,672,1394,8038,51.5,0,0,0,0,0.1281240632
1,all_other,0.1189,663.28,10.70548914,17.33,772,9119.958333,22828,21.4,1,0,0,0,0.1716990598
1,all_other,0.08,313.37,11.00209984,0.36,792,2520,1858,12.7,0,0,0,0,0.081872412
1,all_other,0.0963,385.14,11.22524339,14.93,757,4109.958333,2300,11.3,0,0,0,0,0.090068215
1,debt_consolidation,0.1632,353.14,10.77895629,20.55,672,4799.958333,3996,97.5,0,0,1,1,0.2518275746
1,all_other,0.1095,170.12,11.30220443,10.34,692,8948,25972,89.6,1,0,0,0,0.119440718
1,debt_consolidation,0.1316,432.26,11.03488966,3.74,707,2339.958333,6214,20.8,0,0,0,0,0.1013651651
1,debt_consolidation,0.1316,405.25,11.33857208,9.4,702,3299.958333,15127,45.6,0,0,1,0,0.1460264863
1,debt_consolidation,0.1635,706.59,11.51288546,20.93,677,4863,22739,59.5,0,0,0,0,0.1636333163
1,all_other,0.1284,336.18,10.77895629,4,707,3181,7350,13.8,3,1,0,0,0.1584246167
1,educational,0.1347,379.94,11.71095632,14.28,722,5601.958333,0,0,1,1,0,1,0.110713383
1,small_business,0.0963,433.28,10.89673933,18.2,757,4431.958333,18116,40.7,0,0,0,0,0.1706904896
1,debt_consolidation,0.0768,165.32,10.33946893,0.58,812,6959.958333,1674,8.8,1,0,0,0,0.0659890414
1,all_other,0.1442,192.55,10.38899537,6.09,672,2279.958333,3805,48.8,2,0,0,0,0.1951217749
1,credit_card,0.1221,333.15,11.22524339,11.02,712,5760,9484,83.9,0,0,0,0,0.0841095564
1,debt_consolidation,0.1726,150.3,10.66895539,12.31,662,2669.958333,9753,95.9,1,0,0,0,0.1860761194
1,all_other,0.1568,328.14,10.59663473,14.1,662,2669.958333,4485,25.8,0,2,0,1,0.1813219397
1,home_improvement,0.1253,560.56,11.00209984,8.56,727,6599.958333,25409,38.1,0,0,0,0,0.1808125831
1,all_other,0.08,156.69,11.27720313,0.5,782,7622,33,0.2,2,0,0,0,0.0633780211
1,all_other,0.0737,543.3,11.67419361,8.61,762,3570,3524,8.7,2,0,0,0,0.0844278784
1,debt_consolidation,0.1682,675.68,10.81977828,18.41,667,4890.041667,9246,85.6,2,0,1,0,0.3387205496
1,credit_card,0.1379,68.16,10.88025231,18.07,692,3329.958333,16306,95.9,0,0,0,0,0.0977217983
1,all_other,0.1442,55.02,8.998136761,19.14,682,3779.958333,2816,93.9,2,0,0,0,0.328518524
1,all_other,0.16,140.63,9.775654181,1.7,677,1350,301,8.9,0,0,0,0,0.1871665751
1,all_other,0.1537,174.24,10.54534144,0.32,702,3090,260,10.4,1,0,0,0,0.1472234173
1,debt_consolidation,0.1253,234.27,10.12647109,21.08,717,3299.958333,4702,61.9,1,0,0,0,0.1538477871
1,debt_consolidation,0.16,457.05,10.67359577,11.08,672,2939.958333,2350,63.5,0,0,0,0,0.1729338862
1,debt_consolidation,0.1474,138.15,10.16600565,14.72,672,3480,2229,58.7,3,0,0,0,0.1770488998
1,all_other,0.16,351.58,11.38504664,11.85,662,2639.958333,12125,69.3,2,0,0,0,0.1942882529
1,all_other,0.1442,51.58,11.00209984,12.04,667,3719.958333,2287,47.6,1,0,0,1,0.129828038
1,credit_card,0.1316,216.13,11.28978191,17.16,697,4950,22630,53.9,1,0,0,0,0.0781202619
1,debt_consolidation,0.0963,449.32,11.73606902,7.81,747,7530,17649,58.1,0,0,0,0,0.0703722661
1,small_business,0.1411,123.23,10.30895266,0.04,727,6239.958333,1,0,0,0,1,0,0.2250137913
1,debt_consolidation,0.1537,334.53,11.15625052,17.04,667,5580.958333,22875,86,0,0,0,0,0.1433164629
1,credit_card,0.0963,320.95,10.77895629,13.8,742,5249.958333,9660,60.4,2,0,0,0,0.0865516428
1,debt_consolidation,0.0932,255.58,10.69194491,15.16,762,9300,24142,49.4,0,0,0,0,0.0837018993
1,debt_consolidation,0.08,313.37,11.3736634,4.9,797,5899.958333,33850,57.9,3,0,0,0,0.0845941785
1,major_purchase,0.1537,95.83,11.28978191,3.55,687,1410,64,1.2,1,0,0,0,0.0655531051
1,all_other,0.1253,117.14,11.75978554,19.28,702,11309.95833,16146,54.4,3,0,0,1,0.1001674159
1,major_purchase,0.1505,104.08,10.63585545,18.95,662,2370,4285,44.6,3,1,0,0,0.124331508
1,debt_consolidation,0.1253,127.18,10.51856508,12.36,732,3749.958333,168,56,0,0,0,0,0.106579436
1,debt_consolidation,0.1284,215.16,10.1266311,15.07,702,2430,4072,23.8,0,0,0,0,0.1206187123
1,all_other,0.0737,111.77,10.694079,12.38,772,2010,1060,8.6,2,0,0,0,0.0875332468
1,all_other,0.1284,168.09,10.97002421,0.23,767,3630,11,0.1,0,0,0,1,0.0933585217
1,home_improvement,0.1379,272.61,12.06155541,2.44,687,5377,14324,53.4,2,0,0,0,0.1288184787
1,all_other,0.0963,481.42,10.77895629,12.57,712,8159.958333,10,0.1,0,0,0,0,0.1006680976
1,all_other,0.0768,124.77,10.49957302,0.93,742,1919.958333,1410,67.1,0,0,0,0,0.1087835708
1,debt_consolidation,0.16,421.89,10.81985828,11.33,662,2730,11660,67,2,0,0,0,0.1892597342
1,all_other,0.08,188.02,11.28978191,7.75,757,3059.958333,12454,29.8,0,0,0,0,0.0742653758
1,home_improvement,0.0932,319.47,12.01971897,15.02,752,12033,56153,44.3,1,0,0,0,0.0913634493
1,small_business,0.0932,95.85,10.08580911,0.95,762,6544,1870,5.5,0,0,0,0,0.1291379057
1,all_other,0.08,250.69,10.52002363,12.63,712,5219.958333,12269,19.3,2,0,0,0,0.1119493942
1,debt_consolidation,0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,0,0.1247906105
1,debt_consolidation,0.1347,305.31,11.1844214,12.85,687,3510,8081,58.1,0,1,0,0,0.108061713
1,debt_consolidation,0.0932,255.58,11.08214255,1.94,782,4650,3845,25.6,0,0,0,0,0.0638606444
1,debt_consolidation,0.1221,499.73,11.29725393,3.48,742,6780,11774,44.4,0,0,0,0,0.0956958102
1,home_improvement,0.1568,192.51,11.12726298,11.42,662,3779.958333,10311,88.9,0,1,1,0,0.2805708565
1,debt_consolidation,0.1284,605.13,10.31374118,12.74,727,3510,22099,84.7,0,0,0,0,0.2051218416
1,debt_consolidation,0.0963,346.62,11.58058411,9.41,737,10170,4229,7.1,0,0,0,0,0.0489163514
1,small_business,0.1474,268.53,10.4341158,13.59,677,2040,22556,73,0,0,0,0,0.2801646667
1,all_other,0.1379,238.53,11.15625052,21.53,682,1890.958333,8299,58.9,0,0,0,0,0.144897249
1,debt_consolidation,0.1189,464.3,10.37349118,17.81,737,5790,4577,16.2,2,0,0,0,0.1338926752
1,all_other,0.0737,111.77,10.6454249,6.57,772,4529.958333,2521,22.1,0,0,0,0,0.0778336149
1,small_business,0.1221,266.52,10.46310334,1.3,732,1652,2722,36.8,2,0,0,0,0.2200342797
1,debt_consolidation,0.1189,397.97,11.46154796,1.92,742,6904,14989,25,1,0,0,0,0.0787904442
1,debt_consolidation,0.1474,448.98,10.46310334,16.39,677,2790,21124,87.3,3,0,0,0,0.2407179278
1,small_business,0.1221,533.04,10.96819829,7.49,772,3719.958333,10144,15.6,0,0,0,0,0.1825098743
1,educational,0.16,112.51,9.903487553,6.3,677,1259.958333,1715,39.9,0,0,0,0,0.2296553109
1,debt_consolidation,0.0932,95.85,10.87804719,11.34,782,5279.958333,722,3.2,0,0,0,0,0.054122311
1,credit_card,0.1189,58.04,10.8620712,2.65,712,8819.958333,3002,5.1,3,1,0,0,0.0577716344
1,credit_card,0.0932,247.59,11.30220443,13.11,757,6090,18540,29.6,0,0,0,0,0.0481006624
1,all_other,0.1347,409.62,11.63539085,10.02,707,4169.958333,20460,39.8,1,0,0,0,0.128623976
1,home_improvement,0.0963,256.76,10.71441777,1.28,777,2550,25,0.1,0,0,0,0,0.1087116878
1,credit_card,0.1474,55.26,9.210340372,18.12,667,1710,5704,80.3,0,0,0,0,0.17543944
1,all_other,0.0963,224.66,10.77895629,10.35,757,5519.958333,2108,10.9,1,0,0,0,0.0958937108
1,debt_consolidation,0.1316,405.25,10.44278401,23.06,687,3719.958333,5244,27.5,1,1,0,0,0.142232232
1,home_improvement,0.1253,167.34,10.87804719,14.08,707,3809.958333,12053,87.3,3,0,0,0,0.2160600078
1,credit_card,0.0963,417.23,10.93310697,6.81,747,3719.958333,21456,27.7,1,0,0,0,0.0726044516
1,debt_consolidation,0.1411,616.12,10.91508846,14.49,692,2580.958333,19976,81.2,2,0,0,0,0.2069552308
1,all_other,0.1537,348.47,11.23848862,12.55,667,1407,5466,42.4,2,0,0,0,0.175598177
1,all_other,0.0768,99.81,10.95960979,9.24,747,3120,3176,22.7,1,0,0,0,0.0778729934
1,credit_card,0.1158,792.33,11.39184199,22.69,752,4889.958333,27806,32.3,1,0,0,0,0.102154497
1,home_improvement,0.0768,109.17,11.05089001,18.46,752,7799.958333,2733,7.6,0,0,0,0,0.0738194187
1,debt_consolidation,0.1253,359.77,10.12647109,14.74,697,1979.958333,15175,53.2,3,0,0,0,0.1907732503
1,debt_consolidation,0.1218,319.68,10.71441777,3.84,752,1982.041667,0,0,5,0,0,0,0.1239530669
1,credit_card,0.0768,109.17,11.49272276,10.1,752,4414,78031,44.1,0,0,0,0,0.0445431633
1,small_business,0.1126,492.95,11.42954386,9.57,732,6090,13119,11.8,0,0,0,0,0.1355376341
1,all_other,0.1158,825.34,11.1844214,5.88,752,3480,8898,29.1,1,0,0,1,0.173174223
1,debt_consolidation,0.1126,279.34,10.1266311,18.82,712,2850,10579,47.2,1,0,0,0,0.1394251537
1,credit_card,0.0963,192.57,11.22524339,18.67,732,5700,7849,40.5,1,0,0,0,0.054884994
1,debt_consolidation,0.1221,333.15,10.93310697,12.64,702,7500,5745,35.9,2,0,1,0,0.1509814289
1,major_purchase,0.1316,121.58,10.1266311,9.79,697,1680,1898,34.5,3,0,0,0,0.1236104242
